"연도","상담유형","상담분류","상담세분류","상담건수"
"2019","민원서류 발급","발급신청","요양승인결정서","550"
"2019","금융기관알선대출","금융기관알선대출","기타","547"
"2019","대여학자금","학자금 상환업무","상환기간 조정","546"
"2019","연금수급자 관리","기초노령연금","","527"
"2019","대여학자금","학자금 인터넷 대부","대부가능학교","524"
"2019","주택사업","분양주택","분양주택 공고문의","524"
"2019","대여학자금","학자금 상환업무","학자금 상환계좌번호 확인","520"
"2019","대여학자금","학자금 인터넷 대부","대부취소","517"
"2019","대여학자금","해외대학대부","구비서류","516"
"2019","민원서류 발급","서식요청","기타서식","502"
"2019","재직관리","재직기간소급통산","소급통산 대상","496"
"2019","연금수급자 관리","일부정지","전액정지","495"
"2019","주택사업","임대주택","임대료(보증금)입금확인","494"
"2019","대여학자금","학자금 상환업무","학자금 과납,환불","483"
"2019","맞춤형복지","사용자시스템","미사용기관","482"
"2019","재해보상급여","장해급여","지급대상,지급액(장해급여)","463"
"2019","연금지","연금지 기사문의","연금지 퀴즈등 당첨 문의","456"
"2019","맞춤형복지","사용자시스템","매출누락접수","454"
"2019","퇴직급여","퇴직급여신청","청구시효","450"
"2019","대여학자금","학자금 인터넷 대부","중복수혜자 대부확인","449"
"2019","주택사업","임대주택","입주일/퇴거일 변경문의","440"
"2019","기타","상담사 연결요청","","427"
"2019","재직관리","기준소득월액","기타","424"
"2019","기타","내부전화","상담관련 전화","421"
"2019","주택사업","임대주택","입주기간 문의","414"
"2019","민원서류 발급","발급신청","유족연금증서","412"
"2019","퇴직급여","퇴직급여신청","유선청구일반문의","395"
"2019","주택사업","임대주택","고지서/계약서 출력방법","379"
"2019","맞춤형복지","사용자시스템","카드(영수증) 청구기간","373"
"2019","유족급여","유족급여신청","급여액 및 지급일,공제액 확인","359"
"2019","재직관리","재직기간소급통산","기타","350"
"2019","유족급여","유족연금승계","청구서 접수 및 심사진행사항 확인","349"
"2019","연금대출","연금대출상환","기한이익 상실","346"
"2019","연금대출","연금대출상환","연금대출 환불","343"
"2019","연금지","연금지 구독 문의","달력 발송 기타","341"
"2019","후생복지사업","신규후생복지사업","기타 신규 후생복지 사업","340"
"2019","연금지","달력 재발송","달력 재발송","340"
"2019","재해보상급여","순직유족보상금","청구서류,절차(유족보상금)","314"
"2019","재직관리","재직기간 합산","합산후예상퇴직금","311"
"2019","후생복지사업","제휴후생복지사업(숙박등)","제휴쇼핑몰","306"
"2019","기타 경영사항","지부 및 상록회관 관련 문의","지부전화 번호 및 팩스안내","306"
"2019","기타 경영사항","공단 경영사항 일반","제도개선 내용문의(연금수급자)","284"
"2019","g-시니어","g-시니어 관련안내","일자리,가입 문의 등","283"
"2019","급여제도","급여종류","급여종류","282"
"2019","재해보상급여","공무상기간연장","정보확인(기간연장)","282"
"2019","대여학자금","해외대학대부","대부 가능금액","280"
"2019","금융기관알선대출","연금수급자 신용대출","대출신청 구비서류","279"
"2019","대여학자금","해외대학대부","대부신청 처리현황","272"
"2019","재직관리","기준소득월액","이의신청","270"
"2019","퇴직급여","조기퇴직연금","조기 퇴직 연금 개념","263"
"2019","연금수급자 관리","일부정지","산정방법","261"
"2019","주택사업","임대주택","임대주택 하자보수","254"
"2019","재직관리","임용전군복무기간산입","군복무산입개념","253"
"2019","재직관리","재직기간 합산","합산반납금 산정방법","250"
"2019","대여학자금","학자금 상환업무","연말정산","242"
"2019","유족급여","유족연금승계","급여액 및 지급일,공제액 확인","234"
"2019","주택사업","분양주택","분양신청 자격문의","233"
"2019","유족급여","유족연금승계","장애자녀 등록","233"
"2019","퇴직급여","급여지급 및 계좌관련","공제금액 문의","231"
"2019","유족급여","유족연금수급권의 이전 및 상실","이전신고","230"
"2019","공적연금연계","연계신청","연계신청 취하","225"
"2019","연금대출","연금대출상환","유예신청","224"
"2019","후생복지사업","제휴카드","","220"
"2019","주택사업","임대주택","자동이체","218"
"2019","재직관리","재직기간","휴직기간","217"
"2019","재해보상급여","공무상요양승인","청구시효(승인신청)","212"
"2019","재직관리","재직기간","기타","210"
"2019","주택사업","임대주택","지연퇴거 문의","210"
"2019","공적연금연계","연계신청","기타","207"
"2019","대여학자금","학자금 상환업무","공직자재산등록","206"
"2019","재해보상급여","장해급여","진행사항(장해급여)","206"
"2019","재직관리","재직기간 합산","합산 개념","202"
"2019","민원서류 발급","발급신청","퇴직소득원천징수영수증","198"
"2019","연금수급자 관리","일부정지","기타","196"
"2019","주택사업","임대주택","유보금 환불","194"
"2019","재직관리","재직기간 합산","합산과미납","193"
"2019","행정구제제도","심사청구","청구절차 및 구비서류","189"
"2019","부조급여","재해부조금","지급대상,금액(재해부조금)","188"
"2019","퇴직급여","조기퇴직연금","지급율과 개시연령","188"
"2019","맞춤형복지","제도","맞춤형복지제도","186"
"2019","금융기관알선대출","금융기관알선대출","가계자금 대출 이율","182"
"2019","연금수급자 관리","이민 또는 국적상실","연금청산 및 계속 연금지급","181"
"2019","공적연금연계","연계퇴직연금","연계급여 금액확인","179"
"2019","후생복지사업","후생복지 위수탁 업체","천안상록리조트(천안상록골프장)","175"
"2019","각종민원","민원,건의사항","건의사항","174"
"2019","공적연금연계","연계신청","반납금 등 납부","172"
"2019","재해보상급여","순직유족보상금","지급대상,지급액(유족보상금)","169"
"2019","재직관리","재직기간소급통산","소급통산 개념","165"
"2019","금융기관알선대출","융자추천발급확인서","대출용도 설명","164"
"2019","유족급여","유족급여신청","청구서 접수 및 심사진행사항 확인","164"
"2019","부조급여","재해부조금","신청서류,절차(재해부조금)","164"
"2019","퇴직급여","퇴직급여 압류","압류의 가부","162"
"2019","후생복지사업","제휴후생복지사업(숙박등)","대명콘도","161"
"2019","후생복지사업","제휴후생복지사업(숙박등)","한화콘도","159"
"2019","주택사업","임대주택","임대주택 매각","159"
"2019","퇴직급여","퇴직급여의 변경","예상퇴직금액","157"
"2019","대여학자금","학자금 상환업무","학자금 미납금 납부방법","154"
"2019","재해보상급여","장해급여","비공무상장해","151"
"2019","공적연금연계","연계신청","신청접수 확인","151"
"2019","연금대출","연금대출상환","원천공제자 미납금 납부","144"
"2019","주택사업","분양주택","분양 청약 절차","144"
"2019","맞춤형복지","사용자시스템","청구취소(카드,영수증)","143"
"2019","재해보상급여","공무상요양비","재활서비스","135"
"2019","맞춤형복지","사용자시스템","카드동의누락접수(맞복)","130"
"2019","교육","퇴직자교육","교육과정 및 교육신청방법","127"
"2019","재직관리","기준소득월액","기준소득자료전송방법","124"
"2019","공적연금연계","연계퇴직연금","연계급여 개시연령","121"
"2019","전산관련","홈페이지관련","통합아이디 전환","121"
"2019","금융기관알선대출","금융기관알선대출","가계자금 대출 삭제","120"
"2019","민원서류 발급","발급신청","영문연금지급사실확인서","116"
"2019","주택사업","임대주택","보증부월세제도 관련","115"
"2019","교육","연금담당자교육","교육장 위치, 교통편 등 기타","114"
"2019","연금수급자 관리","일부정지","일부정지금액 선정산","114"
"2019","퇴직급여","조기퇴직연금","조기퇴직연금신청","112"
"2019","퇴직급여","퇴직소득 과세제도","퇴직소득원천징수영수증","111"
"2019","연금수급자 관리","신분변동관련","개인정보수집","111"
"2019","대여학자금","해외대학대부","대부금 신청 가능 대학","111"
"2019","퇴직급여","퇴직소득 과세제도","과세제도 개념","109"
"2019","재해보상급여","공무상요양비","청구시효(요양비)","108"
"2019","퇴직급여","급여지급 및 계좌관련","퇴직급여 지급결정 안내문 재발송","106"
"2019","교육","연금담당자교육","교육비 수납 및 환불","101"
"2019","민원서류 발급","서식요청","유족연금승계신청서","97"
"2019","퇴직급여","퇴직소득 과세제도","과세이연제도","97"
"2019","퇴직급여","급여 제한","잔여퇴직급여 청구","95"
"2019","연금지","연금수필문학상","접수여부","95"
"2019","기타 경영사항","지부 및 상록회관 관련 문의","기타","94"
"2019","퇴직급여","급여지급 및 계좌관련","퇴직급여산정","93"
"2019","재직관리","기준소득월액","기준소득자료 수정방법","93"
"2019","연금수급자 관리","입금관련(창구입금포함)","","91"
"2019","행정구제제도","심사청구","심사청구 정보 확인","91"
"2019","금융기관알선대출","단기재직자 신용대출","단기재직자 융자추천서 발급","91"
